"account_name","clicks","datasource","date","source","call_clicks","direction_requests","impressions","account_id","google_account_id","review_count","review_average_rating","review_total_count","search_keyword"
"VicTree Websites, LLC","0","google_my_business","2025-05-22","google_my_business","0","0","3","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-22","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","1","google_my_business","2025-05-22","google_my_business","0","0","14","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","3","google_my_business","2025-05-22","google_my_business","0","0","17","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","1","google_my_business","2025-05-22","google_my_business","0","0","7","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","2","google_my_business","2025-05-22","google_my_business","2","1","29","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-22","google_my_business","0","0","10","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","7","google_my_business","2025-05-22","google_my_business","0","1","27","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","1","google_my_business","2025-05-22","google_my_business","0","7","36","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-23","google_my_business","0","0","2","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-23","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","2","google_my_business","2025-05-23","google_my_business","1","0","11","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","2","google_my_business","2025-05-23","google_my_business","0","0","7","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-23","google_my_business","0","0","6","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","0","google_my_business","2025-05-23","google_my_business","0","0","23","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-23","google_my_business","0","3","7","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","6","google_my_business","2025-05-23","google_my_business","0","0","18","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-05-23","google_my_business","0","1","25","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-24","google_my_business","0","0","3","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-24","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","1","google_my_business","2025-05-24","google_my_business","1","0","13","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","1","google_my_business","2025-05-24","google_my_business","0","0","13","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-24","google_my_business","0","0","1","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-05-24","google_my_business","0","0","20","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-24","google_my_business","0","5","5","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","1","google_my_business","2025-05-24","google_my_business","0","4","23","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","5","google_my_business","2025-05-24","google_my_business","2","0","16","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-25","google_my_business","0","0","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-25","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-05-25","google_my_business","0","0","11","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-05-25","google_my_business","0","0","5","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","1","google_my_business","2025-05-25","google_my_business","0","0","13","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-05-25","google_my_business","0","1","29","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-25","google_my_business","0","3","0","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","2","google_my_business","2025-05-25","google_my_business","0","3","20","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-05-25","google_my_business","0","0","19","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-26","google_my_business","0","0","6","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-26","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-05-26","google_my_business","0","0","9","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","2","google_my_business","2025-05-26","google_my_business","0","0","7","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-26","google_my_business","0","0","5","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","2","google_my_business","2025-05-26","google_my_business","0","0","23","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","1","google_my_business","2025-05-26","google_my_business","0","0","7","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-05-26","google_my_business","0","0","18","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-05-26","google_my_business","0","0","25","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-27","google_my_business","0","0","2","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-27","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-05-27","google_my_business","0","0","15","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","2","google_my_business","2025-05-27","google_my_business","0","0","11","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","1","google_my_business","2025-05-27","google_my_business","0","0","4","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-05-27","google_my_business","0","4","23","locations/17007500012128260116","accounts/108594679417284806431","","","",""
