"account_name","clicks","datasource","date","source","call_clicks","direction_requests","impressions","account_id","google_account_id","review_count","review_average_rating","review_total_count","search_keyword"
"Trees Crossing Tree Services","0","google_my_business","2025-12-02","google_my_business","0","0","3","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-02","google_my_business","0","0","24","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","5","google_my_business","2025-12-02","google_my_business","0","6","23","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","2","google_my_business","2025-12-02","google_my_business","0","0","18","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","1","google_my_business","2025-12-02","google_my_business","0","1","3","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","1","google_my_business","2025-12-03","google_my_business","0","2","7","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-03","google_my_business","0","0","0","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","2","google_my_business","2025-12-03","google_my_business","1","0","18","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-03","google_my_business","0","0","2","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-03","google_my_business","0","0","4","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-03","google_my_business","0","0","20","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","3","google_my_business","2025-12-03","google_my_business","1","3","24","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","4","google_my_business","2025-12-03","google_my_business","2","3","20","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","1","google_my_business","2025-12-03","google_my_business","0","3","8","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-04","google_my_business","0","0","5","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-04","google_my_business","0","0","7","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","2","google_my_business","2025-12-04","google_my_business","1","0","29","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-04","google_my_business","0","0","8","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-04","google_my_business","0","0","11","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-04","google_my_business","0","0","33","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","5","google_my_business","2025-12-04","google_my_business","0","4","29","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","1","google_my_business","2025-12-04","google_my_business","0","2","25","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-04","google_my_business","0","4","6","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-05","google_my_business","0","4","5","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-05","google_my_business","0","0","5","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","4","google_my_business","2025-12-05","google_my_business","1","0","20","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-05","google_my_business","0","0","5","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-05","google_my_business","0","0","3","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-05","google_my_business","0","0","33","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","6","google_my_business","2025-12-05","google_my_business","1","1","34","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","1","google_my_business","2025-12-05","google_my_business","1","0","15","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","2","google_my_business","2025-12-05","google_my_business","0","3","19","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","1","google_my_business","2025-12-06","google_my_business","0","24","12","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-06","google_my_business","0","0","3","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","12","google_my_business","2025-12-06","google_my_business","11","0","3","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-06","google_my_business","0","0","1","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-06","google_my_business","0","0","2","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-06","google_my_business","0","0","13","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","2","google_my_business","2025-12-06","google_my_business","0","2","34","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","1","google_my_business","2025-12-06","google_my_business","1","2","13","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-06","google_my_business","0","0","3","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-07","google_my_business","0","1","4","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-07","google_my_business","0","0","5","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-12-07","google_my_business","0","0","11","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-07","google_my_business","0","0","4","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-07","google_my_business","0","0","17","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-07","google_my_business","0","0","17","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","2","google_my_business","2025-12-07","google_my_business","0","0","26","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","1","google_my_business","2025-12-07","google_my_business","0","5","14","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-07","google_my_business","0","0","2","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-08","google_my_business","0","0","2","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-08","google_my_business","0","0","3","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","2","google_my_business","2025-12-08","google_my_business","0","0","13","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-08","google_my_business","0","0","4","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","1","google_my_business","2025-12-08","google_my_business","0","0","8","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-08","google_my_business","0","1","28","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","4","google_my_business","2025-12-08","google_my_business","1","1","45","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","2","google_my_business","2025-12-08","google_my_business","0","4","11","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-08","google_my_business","0","6","8","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-09","google_my_business","0","10","4","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-09","google_my_business","0","0","4","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","6","google_my_business","2025-12-09","google_my_business","3","0","22","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","1","google_my_business","2025-12-09","google_my_business","1","0","3","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-09","google_my_business","0","0","2","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-09","google_my_business","0","1","19","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","3","google_my_business","2025-12-09","google_my_business","1","3","26","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","6","google_my_business","2025-12-09","google_my_business","1","1","19","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","3","google_my_business","2025-12-09","google_my_business","0","1","7","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","1","google_my_business","2025-12-10","google_my_business","0","1","2","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-10","google_my_business","","","0","locations/7268988978786475708","accounts/108594679417284806431","1","5","47",""
"VicTree Websites, LLC","0","google_my_business","2025-12-10","google_my_business","0","0","2","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-10","google_my_business","","","0","locations/12273663697261277118","accounts/108594679417284806431","4","5","22",""
"Ranger Tree Care LLC","1","google_my_business","2025-12-10","google_my_business","0","0","11","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-12-10","google_my_business","","","0","locations/3185477627235564949","accounts/108594679417284806431","5","5","95",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-10","google_my_business","0","0","2","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-10","google_my_business","","","0","locations/13211920191313033996","accounts/108594679417284806431","4","5","82",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-10","google_my_business","0","0","5","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-10","google_my_business","","","0","locations/10356227192938789622","accounts/108594679417284806431","2","5","85",""
"TN Tree Preservation","4","google_my_business","2025-12-10","google_my_business","0","1","24","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-10","google_my_business","","","0","locations/10495544190643686946","accounts/108594679417284806431","1","5","165",""
"Fonville Tree Service","0","google_my_business","2025-12-10","google_my_business","0","4","17","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Fonville Tree Service","0","google_my_business","2025-12-10","google_my_business","","","0","locations/17007500012128260116","accounts/108594679417284806431","3","5","115",""
"Green Bear Tree Service LLC","3","google_my_business","2025-12-10","google_my_business","0","5","25","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-12-10","google_my_business","","","0","locations/2223340949376412218","accounts/108594679417284806431","4","5","197",""
"Elite Tree Service","1","google_my_business","2025-12-10","google_my_business","0","0","8","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-10","google_my_business","","","0","locations/4151324753493961898","accounts/108594679417284806431","0","5","156",""
"Better Way Land Management LLC","4","google_my_business","2025-12-11","google_my_business","0","2","6","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-11","google_my_business","0","0","3","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-11","google_my_business","0","0","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","5","google_my_business","2025-12-11","google_my_business","2","0","14","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-11","google_my_business","0","0","2","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-12-11","google_my_business","0","1","22","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-11","google_my_business","0","0","7","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-11","google_my_business","0","0","24","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","6","google_my_business","2025-12-11","google_my_business","0","1","31","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","3","google_my_business","2025-12-12","google_my_business","0","2","8","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-12","google_my_business","0","0","7","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-12","google_my_business","0","0","3","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","1","google_my_business","2025-12-12","google_my_business","1","0","16","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-12","google_my_business","0","0","4","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","3","google_my_business","2025-12-12","google_my_business","0","1","42","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","2","google_my_business","2025-12-12","google_my_business","1","0","7","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-12-12","google_my_business","1","2","36","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","2","google_my_business","2025-12-12","google_my_business","0","0","21","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","2","google_my_business","2025-12-13","google_my_business","0","3","3","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-13","google_my_business","0","0","5","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-13","google_my_business","0","0","2","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-12-13","google_my_business","0","0","6","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-13","google_my_business","0","0","5","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","8","google_my_business","2025-12-13","google_my_business","0","1","26","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-13","google_my_business","0","0","3","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-13","google_my_business","0","1","16","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","4","google_my_business","2025-12-13","google_my_business","1","5","14","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-14","google_my_business","0","4","5","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-14","google_my_business","0","0","4","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-14","google_my_business","0","0","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","1","google_my_business","2025-12-14","google_my_business","0","0","4","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","1","google_my_business","2025-12-14","google_my_business","0","0","2","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-12-14","google_my_business","0","4","27","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-14","google_my_business","0","3","11","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","1","google_my_business","2025-12-14","google_my_business","0","1","16","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","2","google_my_business","2025-12-14","google_my_business","2","0","12","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-15","google_my_business","0","0","3","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","1","google_my_business","2025-12-15","google_my_business","0","0","5","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-15","google_my_business","0","0","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","1","google_my_business","2025-12-15","google_my_business","0","0","13","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","2","google_my_business","2025-12-15","google_my_business","2","0","3","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","2","google_my_business","2025-12-15","google_my_business","0","1","39","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-15","google_my_business","0","0","3","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-12-15","google_my_business","0","8","24","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-12-15","google_my_business","0","7","19","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","1","google_my_business","2025-12-16","google_my_business","0","2","3","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","1","google_my_business","2025-12-16","google_my_business","0","0","1","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-16","google_my_business","0","0","5","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","2","google_my_business","2025-12-16","google_my_business","0","0","10","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-16","google_my_business","0","0","7","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","2","google_my_business","2025-12-16","google_my_business","0","0","30","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-16","google_my_business","0","0","8","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-16","google_my_business","0","11","22","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","2","google_my_business","2025-12-16","google_my_business","1","5","18","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","1","google_my_business","2025-12-17","google_my_business","0","3","7","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-17","google_my_business","0","0","7","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-17","google_my_business","0","0","0","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","4","google_my_business","2025-12-17","google_my_business","1","0","12","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-17","google_my_business","0","0","5","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","2","google_my_business","2025-12-17","google_my_business","0","1","16","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-17","google_my_business","0","3","9","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","3","google_my_business","2025-12-17","google_my_business","0","0","19","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","2","google_my_business","2025-12-17","google_my_business","0","0","18","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-18","google_my_business","0","3","5","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-18","google_my_business","0","0","3","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-18","google_my_business","0","0","4","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","3","google_my_business","2025-12-18","google_my_business","0","0","10","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-18","google_my_business","0","0","7","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-12-18","google_my_business","0","5","21","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-18","google_my_business","0","3","7","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","1","google_my_business","2025-12-18","google_my_business","0","5","36","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","1","google_my_business","2025-12-18","google_my_business","0","1","26","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-19","google_my_business","0","1","3","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-19","google_my_business","0","0","3","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","1","google_my_business","2025-12-19","google_my_business","1","0","5","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-12-19","google_my_business","0","0","7","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-19","google_my_business","0","0","8","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","4","google_my_business","2025-12-19","google_my_business","1","16","23","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","3","google_my_business","2025-12-19","google_my_business","3","1","7","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","1","google_my_business","2025-12-19","google_my_business","0","3","23","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","3","google_my_business","2025-12-19","google_my_business","1","8","19","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-20","google_my_business","0","1","3","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","1","google_my_business","2025-12-20","google_my_business","0","0","13","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","1","google_my_business","2025-12-20","google_my_business","0","0","0","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-12-20","google_my_business","0","0","3","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-20","google_my_business","0","0","7","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","6","google_my_business","2025-12-20","google_my_business","1","0","19","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-20","google_my_business","0","1","8","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-12-20","google_my_business","0","0","23","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-12-20","google_my_business","0","0","5","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-21","google_my_business","0","4","3","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-21","google_my_business","0","0","1","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-21","google_my_business","0","0","4","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-12-21","google_my_business","0","0","5","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-21","google_my_business","0","0","9","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-12-21","google_my_business","0","1","15","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-21","google_my_business","0","1","10","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-21","google_my_business","0","1","27","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-12-21","google_my_business","0","0","10","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","1","google_my_business","2025-12-22","google_my_business","0","2","6","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","2","google_my_business","2025-12-22","google_my_business","1","0","7","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","1","google_my_business","2025-12-22","google_my_business","1","0","2","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-12-22","google_my_business","0","0","11","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-22","google_my_business","0","0","6","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-12-22","google_my_business","0","0","29","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-22","google_my_business","0","4","4","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-22","google_my_business","0","0","21","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-12-22","google_my_business","0","2","14","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-23","google_my_business","0","1","1","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-23","google_my_business","0","0","4","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-23","google_my_business","0","0","2","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","1","google_my_business","2025-12-23","google_my_business","1","0","14","locations/3185477627235564949","accounts/108594679417284806431","","","",""
